,Time [s],Channel 1,Channel 2,Channel 3,Channel 4
0,0.00,0.00,0.00,0.00,0.00
1,0.03,0.00,0.00,0.00,0.00
2,0.07,0.00,0.00,0.00,0.00
3,0.10,0.00,0.00,0.00,0.00
4,0.13,0.00,0.00,0.00,0.00
5,0.17,0.00,0.00,0.00,0.00
6,0.20,0.00,0.00,0.00,0.00
7,0.23,0.00,0.00,0.00,0.00
8,0.27,0.00,0.00,0.00,0.00
9,0.30,0.00,0.00,0.00,0.00
10,0.33,0.00,0.00,0.00,0.00
11,0.37,0.00,0.00,0.00,0.00
12,0.40,0.00,0.00,0.00,0.00
13,0.43,0.00,0.00,0.00,0.00
14,0.47,0.00,0.00,0.00,0.00
15,0.50,0.00,0.00,0.00,0.00
16,0.53,0.00,0.00,0.00,0.00
17,0.57,0.00,0.00,0.00,0.00
18,0.60,0.00,0.00,0.00,0.00
19,0.63,0.00,0.00,0.00,0.00
20,0.67,0.00,0.00,0.00,0.00
21,0.70,0.00,0.00,0.00,0.00
22,0.73,0.00,0.00,0.00,0.00
23,0.77,0.00,0.00,0.00,0.00
24,0.80,0.00,0.00,0.00,0.00
25,0.83,0.00,0.00,0.00,0.00
26,0.87,0.00,0.00,0.00,0.00
27,0.90,0.00,0.00,0.00,0.00
28,0.93,0.00,0.00,0.00,0.00
29,0.97,0.00,0.00,0.00,0.00
30,1.00,0.00,0.00,0.00,0.00
31,1.03,0.00,0.00,0.00,0.00
32,1.07,0.00,0.00,0.00,0.00
33,1.10,0.00,0.00,0.00,0.00
34,1.13,0.00,0.00,0.00,0.00
35,1.17,0.00,0.00,0.00,0.00
36,1.20,0.00,0.00,0.00,0.00
37,1.23,0.00,0.00,0.00,0.00
38,1.27,0.00,0.00,0.00,0.00
39,1.30,0.00,0.00,0.00,0.00
40,1.33,0.00,0.00,0.00,0.00
41,1.37,0.00,0.00,0.00,0.00
42,1.40,0.00,0.00,0.00,0.00
43,1.43,0.00,0.00,0.00,0.00
44,1.47,0.00,0.00,0.00,0.00
45,1.50,0.00,0.00,0.00,0.00
46,1.53,0.00,0.00,0.00,0.00
47,1.57,0.00,0.00,0.00,0.00
48,1.60,0.00,0.00,0.00,0.00
49,1.63,0.00,0.00,0.00,0.00
50,1.67,0.00,0.00,0.00,0.00
51,1.70,0.00,0.00,0.00,0.00
52,1.73,0.00,0.00,0.00,0.00
53,1.77,0.00,0.00,0.00,0.00
54,1.80,0.00,0.00,0.00,0.00
55,1.83,0.00,0.00,0.00,0.00
56,1.87,0.00,0.00,0.00,0.00
57,1.90,0.00,0.00,0.00,0.00
58,1.93,0.00,0.00,0.00,0.00
59,1.97,0.00,0.00,0.00,0.00
60,2.00,0.00,0.00,0.00,0.00
61,2.03,0.00,0.00,0.00,0.00
62,2.07,0.00,0.00,0.00,0.00
63,2.10,0.00,0.00,0.00,0.00
64,2.13,0.00,0.00,0.00,0.00
65,2.17,0.00,0.00,0.00,0.00
66,2.20,0.00,0.00,0.00,0.00
67,2.23,0.00,0.00,0.00,0.00
68,2.27,0.00,0.00,0.00,0.00
69,2.30,0.00,0.00,0.00,0.00
70,2.33,0.00,0.00,0.00,0.00
71,2.37,0.00,0.00,0.00,0.00
72,2.40,0.00,0.00,0.00,0.00
73,2.43,0.00,0.00,0.00,0.00
74,2.47,0.00,0.00,0.00,0.00
75,2.50,0.00,0.00,0.00,0.00
76,2.53,0.00,0.00,0.00,0.00
77,2.57,0.00,0.00,0.00,0.00
78,2.60,0.00,0.00,0.00,0.00
79,2.63,0.00,0.00,0.00,0.00
80,2.67,0.00,0.00,0.00,0.00
81,2.70,0.00,0.00,0.00,0.00
82,2.73,0.00,0.00,0.00,0.00
83,2.77,0.00,0.00,0.00,0.00
84,2.80,0.00,0.00,0.00,0.00
85,2.83,0.00,0.00,0.00,0.00
86,2.87,0.00,0.00,0.00,0.00
87,2.90,0.00,0.00,0.00,0.00
88,2.93,0.00,0.00,0.00,0.00
89,2.97,0.00,0.00,0.00,0.00
90,3.00,0.00,0.00,0.00,0.00
91,3.03,0.00,0.00,0.00,0.00
92,3.07,0.00,0.00,0.00,0.00
93,3.10,0.00,0.00,0.00,0.00
94,3.13,0.00,0.00,0.00,0.00
95,3.17,0.00,0.00,0.00,0.00
96,3.20,0.00,0.00,0.00,0.00
97,3.23,0.00,0.00,0.00,0.00
98,3.27,0.00,0.00,0.00,0.00
99,3.30,0.00,0.00,0.00,0.00
100,3.33,0.00,0.00,0.00,0.00
101,3.37,0.00,0.00,0.00,0.00
102,3.40,0.00,0.00,0.00,0.00
103,3.43,0.00,0.00,0.00,0.00
104,3.47,0.00,0.00,0.00,0.00
105,3.50,0.00,0.00,0.00,0.00
106,3.53,0.00,0.00,0.00,0.00
107,3.57,0.00,0.00,0.00,0.00
108,3.60,0.00,0.00,0.00,0.00
109,3.63,0.00,0.00,0.00,0.00
110,3.67,0.00,0.00,0.00,0.00
111,3.70,0.00,0.00,0.00,0.00
112,3.73,0.00,0.00,0.00,0.00
113,3.77,0.00,0.00,0.00,0.00
114,3.80,0.00,0.00,0.00,0.00
115,3.83,0.00,0.00,0.00,0.00
116,3.87,0.00,0.00,0.00,0.00
117,3.90,0.00,0.00,0.00,0.00
118,3.93,0.00,0.00,0.00,0.00
119,3.97,0.00,0.00,0.00,0.00
120,4.00,0.00,0.00,0.00,0.00
121,4.03,0.00,0.00,0.00,0.00
122,4.07,0.00,0.00,0.00,0.00
123,4.10,0.00,0.00,0.00,0.00
124,4.13,0.00,0.00,0.00,0.00
125,4.17,0.00,0.00,0.00,0.00
126,4.20,0.00,0.00,0.00,0.00
127,4.23,0.00,0.00,0.00,0.00
128,4.27,0.00,0.00,0.00,0.00
129,4.30,0.00,0.00,0.00,0.00
130,4.33,0.00,0.00,0.00,0.00
131,4.37,0.00,0.00,0.00,0.00
132,4.40,0.00,0.00,0.00,0.00
133,4.43,0.00,0.00,0.00,0.00
134,4.47,0.00,0.00,0.00,0.00
135,4.50,0.00,0.00,0.00,0.00
136,4.53,0.00,0.00,0.00,0.00
137,4.57,0.00,0.00,0.00,0.00
138,4.60,0.00,0.00,0.00,0.00
139,4.63,0.00,0.00,0.00,0.00
140,4.67,0.00,0.00,0.00,0.00
141,4.70,0.00,0.00,0.00,0.00
142,4.73,0.00,0.00,0.00,0.00
143,4.77,0.00,0.00,0.00,0.00
144,4.80,0.00,0.00,0.00,0.00
145,4.83,0.00,0.00,0.00,0.00
146,4.87,0.00,0.00,0.00,0.00
147,4.90,0.00,0.00,0.00,0.00
148,4.93,0.00,0.00,0.00,0.00
149,4.97,0.00,0.00,0.00,0.00
150,5.00,0.00,0.00,0.00,0.00
151,5.03,0.00,0.00,0.00,0.00
152,5.07,0.00,0.00,0.00,0.00
153,5.10,0.00,0.00,0.00,0.00
154,5.13,0.00,0.00,0.00,0.00
155,5.17,0.00,0.00,0.00,0.00
156,5.20,0.00,0.00,0.00,0.00
157,5.23,0.00,0.00,0.00,0.00
158,5.27,0.00,0.00,0.00,0.00
159,5.30,0.00,0.00,0.00,0.00
160,5.33,0.00,0.00,0.00,0.00
161,5.37,0.00,0.00,0.00,0.00
162,5.40,0.00,0.00,0.00,0.00
163,5.43,0.00,0.00,0.00,0.00
164,5.47,0.00,0.00,0.00,0.00
165,5.50,0.00,0.00,0.00,0.00
166,5.53,0.00,0.00,0.00,0.00
167,5.57,0.00,0.00,0.00,0.00
168,5.60,0.00,0.00,0.00,0.00
169,5.63,0.00,0.00,0.00,0.00
170,5.67,0.00,0.00,0.00,0.00
171,5.70,0.00,0.00,0.00,0.00
172,5.73,0.00,0.00,0.00,0.00
173,5.77,0.00,0.00,0.00,0.00
174,5.80,0.00,0.00,0.00,0.00
175,5.83,0.00,0.00,0.00,0.00
176,5.87,0.00,0.00,0.00,0.00
177,5.90,0.00,0.00,0.00,0.00
178,5.93,0.00,0.00,0.00,0.00
179,5.97,0.00,0.00,0.00,0.00
180,6.00,0.00,0.00,0.00,0.00
181,6.03,0.00,0.00,0.00,0.00
182,6.07,0.00,0.00,0.00,0.00
183,6.10,0.00,0.00,0.00,0.00
184,6.13,0.00,0.00,0.00,0.00
185,6.17,0.00,0.00,0.00,0.00
186,6.20,0.00,0.00,0.00,0.00
187,6.23,0.00,0.00,0.00,0.00
188,6.27,0.00,0.00,0.00,0.00
189,6.30,0.00,0.00,0.00,0.00
190,6.33,0.00,0.00,0.00,0.00
191,6.37,0.00,0.00,0.00,0.00
192,6.40,0.00,0.00,0.00,0.00
193,6.43,0.00,0.00,0.00,0.00
194,6.47,0.00,0.00,0.00,0.00
195,6.50,0.00,0.00,0.00,0.00
196,6.53,0.00,0.00,0.00,0.00
197,6.57,0.00,0.00,0.00,0.00
198,6.60,0.00,0.00,0.00,0.00
199,6.63,0.00,0.00,0.00,0.00
200,6.67,0.00,0.00,0.00,0.00
201,6.70,0.00,0.00,0.00,0.00
202,6.73,0.00,0.00,0.00,0.00
203,6.77,0.00,0.00,0.00,0.00
204,6.80,0.00,0.00,0.00,0.00
205,6.83,0.00,0.00,0.00,0.00
206,6.87,0.00,0.00,0.00,0.00
207,6.90,0.00,0.00,0.00,0.00
208,6.93,0.00,0.00,0.00,0.00
209,6.97,0.00,0.00,0.00,0.00
210,7.00,0.00,0.00,0.00,0.00
211,7.03,0.00,0.00,0.00,0.00
212,7.07,0.00,0.00,0.00,0.00
213,7.10,0.00,0.00,0.00,0.00
214,7.13,0.00,0.00,0.00,0.00
215,7.17,0.00,0.00,0.00,0.00
216,7.20,0.00,0.00,0.00,0.00
217,7.23,0.00,0.00,0.00,0.00
218,7.27,0.00,0.00,0.00,0.00
219,7.30,0.00,0.00,0.00,0.00
220,7.33,0.00,0.00,0.00,0.00
221,7.37,0.00,0.00,0.00,0.00
222,7.40,0.00,0.00,0.00,0.00
223,7.43,0.00,0.00,0.00,0.00
224,7.47,0.00,0.00,0.00,0.00
225,7.50,0.00,0.00,0.00,0.00
226,7.53,0.00,0.00,0.00,0.00
227,7.57,0.00,0.00,0.00,0.00
228,7.60,0.00,0.00,0.00,0.00
229,7.63,0.00,0.00,0.00,0.00
230,7.67,0.00,0.00,0.00,0.00
231,7.70,0.00,0.00,0.00,0.00
232,7.73,0.00,0.00,0.00,0.00
233,7.77,0.00,0.00,0.00,0.00
234,7.80,0.00,0.00,0.00,0.00
235,7.83,0.00,0.00,0.00,0.00
236,7.87,0.00,0.00,0.00,0.00
237,7.90,0.00,0.00,0.00,0.00
238,7.93,0.00,0.00,0.00,0.00
239,7.97,0.00,0.00,0.00,0.00
240,8.00,0.00,0.00,0.00,0.00
241,8.03,0.00,0.00,0.00,0.00
242,8.07,0.00,0.00,0.00,0.00
243,8.10,0.00,0.00,0.00,0.00
244,8.13,0.00,0.00,0.00,0.00
245,8.17,0.00,0.00,0.00,0.00
246,8.20,0.00,0.00,0.00,0.00
247,8.23,0.00,0.00,0.00,0.00
248,8.27,0.00,0.00,0.00,0.00
249,8.30,0.00,0.00,0.00,0.00
250,8.33,0.00,0.00,0.00,0.00
251,8.37,0.00,0.00,0.00,0.00
252,8.40,0.00,0.00,0.00,0.00
253,8.43,0.00,0.00,0.00,0.00
254,8.47,0.00,0.00,0.00,0.00
255,8.50,0.00,0.00,0.00,0.00
256,8.53,0.00,0.00,0.00,0.00
257,8.57,0.00,0.00,0.00,0.00
258,8.60,0.00,0.00,0.00,0.00
259,8.63,0.00,0.00,0.00,0.00
260,8.67,0.00,0.00,0.00,0.00
261,8.70,0.00,0.00,0.00,0.00
262,8.73,0.00,0.00,0.00,0.00
263,8.77,0.00,0.00,0.00,0.00
264,8.80,0.00,0.00,0.00,0.00
265,8.83,0.00,0.00,0.00,0.00
266,8.87,0.00,0.00,0.00,0.00
267,8.90,0.00,0.00,0.00,0.00
268,8.93,0.00,0.00,0.00,0.00
269,8.97,0.00,0.00,0.00,0.00
270,9.00,0.00,0.00,0.00,0.00
271,9.03,0.00,0.00,0.00,0.00
272,9.07,0.00,0.00,0.00,0.00
273,9.10,0.00,0.00,0.00,0.00
274,9.13,0.00,0.00,0.00,0.00
275,9.17,0.00,0.00,0.00,0.00
276,9.20,0.00,0.00,0.00,0.00
277,9.23,0.00,0.00,0.00,0.00
278,9.27,0.00,0.00,0.00,0.00
279,9.30,0.00,0.00,0.00,0.00
280,9.33,0.00,0.00,0.00,0.00
281,9.37,0.00,0.00,0.00,0.00
282,9.40,0.00,0.00,0.00,0.00
283,9.43,0.00,0.00,0.00,0.00
284,9.47,0.00,0.00,0.00,0.00
285,9.50,0.00,0.00,0.00,0.00
286,9.53,0.00,0.00,0.00,0.00
287,9.57,0.00,0.00,0.00,0.00
288,9.60,0.00,0.00,0.00,0.00
289,9.63,0.00,0.00,0.00,0.00
290,9.67,0.00,0.00,0.00,0.00
291,9.70,0.00,0.00,0.00,0.00
292,9.73,0.00,0.00,0.00,0.00
293,9.77,0.00,0.00,0.00,0.00
294,9.80,0.00,0.00,0.00,0.00
295,9.83,0.00,0.00,0.00,0.00
296,9.87,0.00,0.00,0.00,0.00
297,9.90,0.00,0.00,0.00,0.00
298,9.93,0.00,0.00,0.00,0.00
299,9.97,0.00,0.00,0.00,0.00
300,10.00,0.00,0.00,0.00,0.00
301,10.03,0.00,0.00,0.00,0.00
302,10.07,0.00,0.00,0.00,0.00
303,10.10,0.00,0.00,0.00,0.00
304,10.13,0.00,0.00,0.00,0.00
305,10.17,0.00,0.00,0.00,0.00
306,10.20,0.00,0.00,0.00,0.00
307,10.23,0.00,0.00,0.00,0.00
308,10.27,0.00,0.00,0.00,0.00
309,10.30,0.00,0.00,0.00,0.00
310,10.33,0.00,0.00,0.00,0.00
311,10.37,0.00,0.00,0.00,0.00
312,10.40,0.00,0.00,0.00,0.00
313,10.43,0.00,0.00,0.00,0.00
314,10.47,0.00,0.00,0.00,0.00
315,10.50,0.00,0.00,0.00,0.00
316,10.53,0.00,0.00,0.00,0.00
317,10.57,0.00,0.00,0.00,0.00
318,10.60,0.00,0.00,0.00,0.00
319,10.63,0.00,0.00,0.00,0.00
320,10.67,0.00,0.00,0.00,0.00
321,10.70,0.00,0.00,0.00,0.00
322,10.73,0.00,0.00,0.00,0.00
323,10.77,0.00,0.00,0.00,0.00
324,10.80,0.00,0.00,0.00,0.00
325,10.83,0.00,0.00,0.00,0.00
326,10.87,0.00,0.00,0.00,0.00
327,10.90,0.00,0.00,0.00,0.00
328,10.93,0.00,0.00,0.00,0.00
329,10.97,0.00,0.00,0.00,0.00
330,11.00,0.00,0.00,0.00,0.00
331,11.03,0.00,0.00,0.00,0.00
332,11.07,0.00,0.00,0.00,0.00
333,11.10,0.00,0.00,0.00,0.00
334,11.13,0.00,0.00,0.00,0.00
335,11.17,0.00,0.00,0.00,0.00
336,11.20,0.00,0.00,0.00,0.00
337,11.23,0.00,0.00,0.00,0.00
338,11.27,0.00,0.00,0.00,0.00
339,11.30,0.00,0.00,0.00,0.00
340,11.33,0.00,0.00,0.00,0.00
341,11.37,0.00,0.00,0.00,0.00
342,11.40,0.00,0.00,0.00,0.00
343,11.43,0.00,0.00,0.00,0.00
344,11.47,0.00,0.00,0.00,0.00
345,11.50,0.00,0.00,0.00,0.00
346,11.53,0.00,0.00,0.00,0.00
347,11.57,0.00,0.00,0.00,0.00
348,11.60,0.00,0.00,0.00,0.00
349,11.63,0.00,0.00,0.00,0.00
350,11.67,0.00,0.00,0.00,0.00
351,11.70,0.00,0.00,0.00,0.00
352,11.73,0.00,0.00,0.00,0.00
353,11.77,0.00,0.00,0.00,0.00
354,11.80,0.00,0.00,0.00,0.00
355,11.83,0.00,0.00,0.00,0.00
356,11.87,0.00,0.00,0.00,0.00
357,11.90,0.00,0.00,0.00,0.00
358,11.93,0.00,0.00,0.00,0.00
359,11.97,0.00,0.00,0.00,0.00
360,12.00,0.00,0.00,0.00,0.00
361,12.03,0.00,0.00,0.00,0.00
362,12.07,0.00,0.00,0.00,0.00
363,12.10,0.00,0.00,0.00,0.00
364,12.13,0.00,0.00,0.00,0.00
365,12.17,0.00,0.00,0.00,0.00
366,12.20,0.00,0.00,0.00,0.00
367,12.23,0.00,0.00,0.00,0.00
368,12.27,0.00,0.00,0.00,0.00
369,12.30,0.00,0.00,0.00,0.00
370,12.33,0.00,0.00,0.00,0.00
371,12.37,0.00,0.00,0.00,0.00
372,12.40,0.00,0.00,0.00,0.00
373,12.43,0.00,0.00,0.00,0.00
374,12.47,0.00,0.00,0.00,0.00
375,12.50,0.00,0.00,0.00,0.00
376,12.53,0.00,0.00,0.00,0.00
377,12.57,0.00,0.00,0.00,0.00
378,12.60,0.00,0.00,0.00,0.00
379,12.63,0.00,0.00,0.00,0.00
380,12.67,0.00,0.00,0.00,0.00
381,12.70,0.00,0.00,0.00,0.00
382,12.73,0.00,0.00,0.00,0.00
383,12.77,0.00,0.00,0.00,0.00
384,12.80,0.00,0.00,0.00,0.00
385,12.83,0.00,0.00,0.00,0.00
386,12.87,0.00,0.00,0.00,0.00
387,12.90,0.00,0.00,0.00,0.00
388,12.93,0.00,0.00,0.00,0.00
389,12.97,0.00,0.00,0.00,0.00
390,13.00,0.00,0.00,0.00,0.00
391,13.03,0.00,0.00,0.00,0.00
392,13.07,0.00,0.00,0.00,0.00
393,13.10,0.00,0.00,0.00,0.00
394,13.13,0.00,0.00,0.00,0.00
395,13.17,0.00,0.00,0.00,0.00
396,13.20,0.00,0.00,0.00,0.00
397,13.23,0.00,0.00,0.00,0.00
398,13.27,0.00,0.00,0.00,0.00
399,13.30,0.00,0.00,0.00,0.00
400,13.33,0.00,0.00,0.00,0.00
401,13.37,0.00,0.00,0.00,0.00
402,13.40,0.00,0.00,0.00,0.00
403,13.43,0.00,0.00,0.00,0.00
404,13.47,0.00,0.00,0.00,0.00
405,13.50,0.00,0.00,0.00,0.00
406,13.53,0.00,0.00,0.00,0.00
407,13.57,0.00,0.00,0.00,0.00
408,13.60,0.00,0.00,0.00,0.00
409,13.63,0.00,0.00,0.00,0.00
410,13.67,0.00,0.00,0.00,0.00
411,13.70,0.00,0.00,0.00,0.00
412,13.73,0.00,0.00,0.00,0.00
413,13.77,0.00,0.00,0.00,0.00
414,13.80,0.00,0.00,0.00,0.00
415,13.83,0.00,0.00,0.00,0.00
416,13.87,0.00,0.00,0.00,0.00
417,13.90,0.00,0.00,0.00,0.00
418,13.93,0.00,0.00,0.00,0.00
419,13.97,0.00,0.00,0.00,0.00
420,14.00,0.00,0.00,0.00,0.00
421,14.03,0.00,0.00,0.00,0.00
422,14.07,0.00,0.00,0.00,0.00
423,14.10,0.00,0.00,0.00,0.00
424,14.13,0.00,0.00,0.00,0.00
425,14.17,0.00,0.00,0.00,0.00
426,14.20,0.00,0.00,0.00,0.00
427,14.23,0.00,0.00,0.00,0.00
428,14.27,0.00,0.00,0.00,0.00
429,14.30,0.00,0.00,0.00,0.00
430,14.33,0.00,0.00,0.00,0.00
431,14.37,0.00,0.00,0.00,0.00
432,14.40,0.00,0.00,0.00,0.00
433,14.43,0.00,0.00,0.00,0.00
434,14.47,0.00,0.00,0.00,0.00
435,14.50,0.00,0.00,0.00,0.00
436,14.53,0.00,0.00,0.00,0.00
437,14.57,0.00,0.00,0.00,0.00
438,14.60,0.00,0.00,0.00,0.00
439,14.63,0.00,0.00,0.00,0.00
440,14.67,0.00,0.00,0.00,0.00
441,14.70,0.00,0.00,0.00,0.00
442,14.73,0.00,0.00,0.00,0.00
443,14.77,0.00,0.00,0.00,0.00
444,14.80,0.00,0.00,0.00,0.00
445,14.83,0.00,0.00,0.00,0.00
446,14.87,0.00,0.00,0.00,0.00
447,14.90,0.00,0.00,0.00,0.00
448,14.93,0.00,0.00,0.00,0.00
449,14.97,0.00,0.00,0.00,0.00
450,15.00,0.00,0.00,0.00,0.00
451,15.03,0.00,0.00,0.00,0.00
452,15.07,0.00,0.00,0.00,0.00
453,15.10,0.00,0.00,0.00,0.00
454,15.13,0.00,0.00,0.00,0.00
455,15.17,0.00,0.00,0.00,0.00
456,15.20,0.00,0.00,0.00,0.00
457,15.23,0.00,0.00,0.00,0.00
458,15.27,0.00,0.00,0.00,0.00
459,15.30,0.00,0.00,0.00,0.00
460,15.33,0.00,0.00,0.00,0.00
461,15.37,0.00,0.00,0.00,0.00
462,15.40,0.00,0.00,0.00,0.00
463,15.43,0.00,0.00,0.00,0.00
464,15.47,0.00,0.00,0.00,0.00
465,15.50,0.00,0.00,0.00,0.00
466,15.53,0.00,0.00,0.00,0.00
467,15.57,0.00,0.00,0.00,0.00
468,15.60,0.00,0.00,0.00,0.00
469,15.63,0.00,0.00,0.00,0.00
470,15.67,0.00,0.00,0.00,0.00
471,15.70,0.00,0.00,0.00,0.00
472,15.73,0.00,0.00,0.00,0.00
473,15.77,0.00,0.00,0.00,0.00
474,15.80,0.00,0.00,0.00,0.00
475,15.83,0.00,0.00,0.00,0.00
476,15.87,0.00,0.00,0.00,0.00
477,15.90,0.00,0.00,0.00,0.00
478,15.93,0.00,0.00,0.00,0.00
479,15.97,0.00,0.00,0.00,0.00
480,16.00,0.00,0.00,0.00,0.00
481,16.03,0.00,0.00,0.00,0.00
482,16.07,0.00,0.00,0.00,0.00
483,16.10,0.00,0.00,0.00,0.00
484,16.13,0.00,0.00,0.00,0.00
485,16.17,0.00,0.00,0.00,0.00
486,16.20,0.00,0.00,0.00,0.00
487,16.23,0.00,0.00,0.00,0.00
488,16.27,0.00,0.00,0.00,0.00
489,16.30,0.00,0.00,0.00,0.00
490,16.33,0.00,0.00,0.00,0.00
491,16.37,0.00,0.00,0.00,0.00
492,16.40,0.00,0.00,0.00,0.00
493,16.43,0.00,0.00,0.00,0.00
494,16.47,0.00,0.00,0.00,0.00
495,16.50,0.00,0.00,0.00,0.00
496,16.53,0.00,0.00,0.00,0.00
497,16.57,0.00,0.00,0.00,0.00
498,16.60,0.00,0.00,0.00,0.00
499,16.63,0.00,0.00,0.00,0.00
500,16.67,0.00,0.00,0.00,0.00
501,16.70,0.00,0.00,0.00,0.00
502,16.73,0.00,0.00,0.00,0.00
503,16.77,0.00,0.00,0.00,0.00
504,16.80,0.00,0.00,0.00,0.00
505,16.83,0.00,0.00,0.00,0.00
506,16.87,0.00,0.00,0.00,0.00
